,author_last,author_first,title,year,genre_3,filename,beginnings
896,Goethe,Johann Wolfgang von,Der Mann von funzig Jahren,1924,"Romane, Novellen und Erzählungen",Johann_Wolfgang_von_Goethe_-_Der_Mann_von_funfzig_Jahren.txt,"Der Major war in den Gutshof hereingeritten, und Hilarie, seine Nichte, stand schon, um ihn zu empfangen, außen auf der Treppe, die zum Schloß hinaufführte."
897,Braune, Rudolf,Der Kampf auf der Kille,1928,"Romane, Novellen und Erzählungen",Rudolf_Braune_-_Der_Kampf_auf_der_Kille.txt,Zwei Männer kommen über die Kille.
898,Zschokke, Heinrich,Die Rose von Disentis,1822,"Romane, Novellen und Erzählungen",Heinrich_Zschokke_-_Die_Rose_von_Disentis.txt,"Wer ein Leben voll reicher Ereignisse betrachtet, findet darin zuweilen Vorfälle, die romanhafter sind, als alle unsere Alltagsromane."
899,Fontane, Theodor,Meine Kinderjahre,1894,Romanhafte Biographien,Theodor_Fontane_-_Meine_Kinderjahre.txt,"An einem der letzten Märztage des Jahres 1819 hielt eine Halbchaise vor der Löwen-Apotheke in Neu-Ruppin, und ein junges Paar, von dessen gemeinschaftlichem Vermögen die Apotheke kurz vorher gekauft worden war, entstieg dem Wagen und wurde von dem Hauspersonal empfangen."
900,Schätzler-Perasini, Gebhard,Das Verbrechen im Hause Clifford,1923,"Krimis, Thriller, Spionage",Mark_Roberts_-_Das_Verbrechen_im_Hause_Clifford.txt,"In der Neuyorker Fünften Avenue lag das vornehme, von einem herrlichen, wenn auch kleinen Park umgebene Besitztum des bekannten Großindustriellen Mac Clifford, der als Generaldirektor der Trust-Kompanie Clifford & Co. allgemeines Ansehen genoß."
901,Binding, Rudolf G.,Der Wingult,1927,"Romane, Novellen und Erzählungen",Rudolf_Binding_-_Der_Wingult.txt,"Nur wenige haben die wahrhaft wüste und ungeheuerliche Gestalt des Wingult erlebt, die im ersten Jahre des großen Krieges erschien und in einem ungeschlachten Heldentum von kurzer Dauer und kaum erkennbarer Deutung an den Augen der Menschen vorüberzog."
902,Freytag, Gustav,Ingo und Ingraban,1872,Historische Romane und Erzählungen,Gustav_Freytag_-_Ingo_und_Ingraban.txt,"Auf der Berghöhe stand an dem Verhau, das die Wälder der Thüringe von den Katten schied, der junge Wächter und hütete den steilen Pfad, welcher aus den Gründen der Katten nach der Höhe führte."
903,Kronoff,Frida von,Aus Nacht zum Licht,1899,"Romane, Novellen und Erzählungen",Frida_von_Kronoff_-_Aus_Nacht_zum_Licht.txt,"In Lindenheim, dem anmutig zu Füßen der bewaldeten Berglehne gebetteten Dörfchen, gings heut hoch her, denn Kirmeßlust war eingekehrt und leuchtete aus den Gesichtern der müssigen Schulkinder, die scharf Ausschau hielten, ob auch gewiß nichts versäumt werde."
904,Lenk, Margarete,"Thomas, der Leutpriester :  Erzählung aus der Reformationszeit",1909,Historische Romane und Erzählungen,"Lenk,_Margarete_-_Thomas,_der_Leutpriester_:__Erzählung_aus_der_Reformationszeit-71619.txt",Es war im Jahre 1523. 
905,Hollaender, Felix,Sturmwind im Westen,1931,"Romane, Novellen und Erzählungen",Felix_Hollaender_-_Sturmwind_im_Westen.txt,"Als Advokat Gent in den hell erleuchteten Flur trat, stieß er gerade auf den Kollegen Heller, den er erst vor wenigen Tagen draußen im Moabiter Gerichtspalast kennen gelernt hatte."
906,Reinhardt,Luise,Der Major,1869,"Krimis, Thriller, Spionage",Luise_Reinhardt_-_Der_Major.txt,"Es war ein heiterer, warmer Sommertag, als vom Dorfe Gorwisch querfeldein nach dem Biederitzer Busche ein sonderbares Paar durch die wallenden Kornfelder schritt. "
907,Glauser, Friedrich,Wachtmeister Studer,1936,"Krimis, Thriller, Spionage",Friedrich_Glauser_-_Wachtmeister_Studer.txt,"Der Gefangenenwärter mit dem dreifachen Kinn und der roten Nase brummte etwas von »ewigem G'stürm«, – weil ihn Studer vom Mittagessen wegholte."
908,Seidel, Willy,Schattenpuppen,1927,"Romane, Novellen und Erzählungen",Willy_Seidel_-_Schattenpuppen.txt,"Die Scheidewand Djodok schließt die weißbewimperten Augen und fährt noch einmal mit seinen Armen, die doppelt so lang sind als sein Kinderkörper, wie ein erschöpftes Klageweib durch die Luft, als wolle er Unnennbares abwehren."
909,Auerbach, Berthold,Die Geschichte des Diethelm von Buchenberg,1852,"Romane, Novellen und Erzählungen",Berthold_Auerbach_-_Die_Geschichte_des_Diethelm_von_Buchenberg.txt,"In Nordstetten, einem kleinen Gebirgsdorf, wurde Berthold Auerbach am 18. Februar 1812 geboren."
910,Hermann, Georg,Eine Zeit stirbt,1934,"Romane, Novellen und Erzählungen",Georg_Hermann_-_Eine_Zeit_stirbt.txt,"Alle sind damit – mit Unrecht, vielleicht mit Recht, je nach dem, wie man das ansehen will – unzufrieden."
911,Braun, Isabella,Geschichten aus der Jugendzeit,1871,"Romane, Novellen und Erzählungen",Isabella_Braun_-_Geschichten_aus_der_Jugendzeit.txt,"Wer heutigen Tages im Dampfwagen auf dem Wege von Augsburg nach Ulm fährt, gelangt an die kleine Station Jettingen."
912,Edschmid, Kasimir,Die Engel mit dem Spleen,1923,"Romane, Novellen und Erzählungen","Edschmid,_Kasimir_-_Die_Engel_mit_dem_Spleen-63100.txt","Ich warne unbefangene Leute, sich in diese Geschichte einzulassen, die sich aus Kriminalitäten und Unwahrscheinlichkeiten zusammensetzt und vielleicht nicht einmal zeitgemäß scheint."
913,Grosse, Karl,Der Genius,1791,"Romane, Novellen und Erzählungen",Karl_Grosse_-_Der_Genius.txt,"Man wird es hier wahrnehmen können, wie wenig alle menschlichen Kräfte, wie wenig eine geprüfte und aufmerksam gemachte Erfahrung, ja wie kaum alle Veranstaltungen des Schicksals etwas über die verborgenen Plane gewisser Unbekannten vermögen, welche durch die undurchdringliche Hülle der Gewöhnlichkeit verstellt, über die halbe Menschheit unsichtbar wachen."
914,Berend, Alice,Spreemann & Co,1955,"Romane, Novellen und Erzählungen",Alice_Berend_-_Spreemann_&_Co.txt,"Niemand weiß, was aus ihm werden kann."
915,Franzos, Karl Emil,Der Stumme mit dem bösen Blick,1876,"Romane, Novellen und Erzählungen",Karl_Emil_Franzos_-_Der_Stumme_mit_dem_bösen_Blick.txt,"Es war ein schöner, heiterer Junitag; über dem Städtlein am Ortsrand der Karpaten, über dem tiefgrünen Waldgebirg und der braunen Ebene leuchtete die Sonne."
916,Mügge, Theodor,Täuschung und Wahrheit,1859,"Romane, Novellen und Erzählungen",Theodor_Mügge_-_Täuschung_und_Wahrheit.txt,"Es ist nicht möglich, liebste Madame Petermann, denn es wäre gegen alle Grundsätze, sagte Herr Frohlieb."
917,Samarow, Gregor,"Der Todesgruß der Legionen, 1. Band",1870,Historische Romane und Erzählungen,"Samarow,_Gregor_-_Der_Todesgruß_der_Legionen,_1._Band-13657.txt","Am Ufer der Marne, in der Nähe der kreidereichen weißen Ebene der Champagne, liegt die alte Stadt Saint-Dizier, ein kleiner Ort mit etwa fünftausend Einwohnern, deren Industrie zum großen Theil darin besteht die auf der Marne herabgeflößten Holzstämme in Bretter zu zerschneiden--außerdem befinden sich dort berühmte Manufacturen von Eisenwaaren und durch diese Gewerbthätigkeit hat der ganze Ort trotz seiner geringen Ausdehnung, vielleicht gerade wegen derselben eine bedeutende Wohlhabenheit erreicht. "
918,Andreas-Salomé, Lou,Das Haus,1921,"Romane, Novellen und Erzählungen",Lou_Andreas-Salomé_-_Das_Haus.txt,Das Haus lag an der Berglehne und überblickte die Stadt im Tal und langgestreckte Höhen jenseits davon. 
919,Sauer, Karl Marquard,Licht- und Schattenbilder aus dem Wiener Leben,1864,"Humor, Satire",Karl_Marquard_Sauer_-_Licht-_und_Schattenbilder_aus_dem_Wiener_Leben.txt,Das Frühstück eines Hausherrn in der Vorstadt Wien mit seinen 36 Vorstädten zählt in runder Nummer 8000 Häuser.
920,Levett, Oswald,Papilio Mariposa,1935,"Romane, Novellen und Erzählungen",Oswald_Levett_-_Papilio_Mariposa.txt,Es war vor ein paar Jahren in Venedig.
921,Eyth, Max,Im Strom unsrer Zeit. Erster Band. Lehrjahre,1904,Romanhafte Biographien,Max_Eyth_-_Im_Strom_unsrer_Zeit._Erster_Band._Lehrjahre.txt,"Die Entwicklung der Dampfmaschine ist die Schule gewesen, in der die moderne Industrie großgewachsen ist, und der Missionar, der von ihrer Geburtsstätte ausziehend den Samen über Europa verbreitet hat, ist der englische Monteur, der bei jeder Lieferung einer Dampfmaschine vertragsmäßig mitgeschickt wird und mit seiner Maschine in den Dienst des Käufers übergeht."
922,Kompert, Leopold,Geschichten einer Gasse,1865,"Romane, Novellen und Erzählungen",Leopold_Kompert_-_Geschichten_einer_Gasse.txt,In einer mondhellen Sommernacht vermochte sich manches schlaftrunkene Auge in der »Gasse« nicht zu schließen.
923,Courths-Mahler, Hedwig,Die Testamentsklausel,1915,"Romane, Novellen und Erzählungen",Hedwig_Courths-Mahler_-_Die_Testamentsklausel.txt,"Laß uns zum Presseball gehen, Armin!« "
924,Kurz,Isolde,Phantasieen und Märchen,1890,"Märchen, Sagen, Legenden",Isolde_Kurz_-_Phantasieen_und_Märchen.txt,"Wonneschauer durchrieseln mich, ich liege auf meinem Divan ausgestreckt, dessen Polster mich wie weiche Wolken tragen, eine stille alles erfüllende Seligkeit hat mein ganzes Wesen durchflutet."
925,Kellermann, Bernhard,Das Meer,1917,"Romane, Novellen und Erzählungen",Bernhard_Kellermann_-_Das_Meer.txt,"Wir hatten alles, was das Herz begehrt."
926,Dominik, Hans,Die Spur des Dschingis-Khan,1923,Science Fiction,Hans_Dominik_-_Die_Spur_des_Dschingis-Khan.txt,"Archibald Wellington Fox, der Berichterstatter der Chikago-Preß, und Georg Isenbrandt, ein Oberingenieur der Asiatischen Dynothermkompagnie, gingen zusammen den Bismarckdamm in Berlin entlang."
927,Wassermann, Jakob,Olivia oder Die unsichtbare Lampe,1916,"Romane, Novellen und Erzählungen","Wassermann,_Jakob_-_Olivia_oder_Die_unsichtbare_Lampe-21860.txt","Im Hause des Professors Khuenbeck, eines angesehenen Wiener Arztes, war große Gesellschaft."
928,Hopfen, Hans,Verdorben zu Paris,1867,"Romane, Novellen und Erzählungen",Hans_Hopfen_-_Verdorben_zu_Paris.txt,"Mein Gott, wie traurig ist es, in der Fremde zu sein, wenn die Nebel fallen über den Novembertag und sie Einem daheim die liebe Großmutter in die kalte Erde verscharren!"
929,Spielhagen, Friedrich,Sonntagskind. 2. Band,1893,"Romane, Novellen und Erzählungen",Friedrich_Spielhagen_-_Sonntagskind._2._Band.txt,"Was für Justus folgte, war eine lange, lange Fortsetzung des Deliriums, das ihn bereits auf der Flucht durch den Wald ergriffen und dessen Nacht der Schrecken beim Erblicken des toten Vaters nur für einen Moment fürchterlich hatte lichten können."
930,Becker, August,Die Nonnensusel,1886,"Romane, Novellen und Erzählungen",August_Becker_-_Die_Nonnensusel.txt,Mehrere Jahre nach der Gründung der unierten pfälzischen Kirche durch die Vereinigung der Reformierten und Lutheraner hatte es an einem heiteren Herbstsonntag bereits zweimal zum Gottesdienst geläutet
931,May, Karl,Winnetou IV,1910,"Romane, Novellen und Erzählungen",Karl_May_-_Winnetou_IV.txt,"Es war in der Frühe eines schönen, warmen, hoffnungsreichen Frühlingstages. "
932,Oppermann, Heinrich,"Hundert Jahre. 9. Buch. Jähes Ende welfischer, Anfang neuer Dinge",1870,Historische Romane und Erzählungen,"Heinrich_Albert_Oppermann_-_Hundert_Jahre._9._Buch._Jähes_Ende_welfischer,_Anfang_neuer_Dinge.txt","Zu dem nämlichen Tage, an welchem Ernst August aus dem Leben schied, trat der blinde am 27. Mai 1819 geborene König, ohne daß irgendein Bedenken gegen seine Regierungsfähigkeit laut geworden, den Thron durch ein Patent an, in welchem er bei seinem königlichen Worte versicherte, die Verfassung unverbrüchlich zu halten, und das Staatsministerium wie die sämmtliche Dienerschaft (der »Staat« war weggelassen, der König war schon der Staat) in ihren Aemtern bestätigte."
933,Bülow, Frieda von,Die Tochter,1906,"Romane, Novellen und Erzählungen",Frieda_Freiin_von_Bülow_-_Die_Tochter.txt,Die Kinder gingen auf dem kiesbestreuten Gartenweg hin.
934,Jensen, Wilhelm,Nach Sonnenuntergang – Zweites Buch,1879,"Romane, Novellen und Erzählungen",Wilhelm_Jensen_-_Nach_Sonnenuntergang_–_Zweites_Buch.txt,"Was haben wir für das Leben gelernt, wenn wir die Schule verlassen?"
935,Raabe, Wilhelm,Verworrenes Leben. Novellen und Skizzen,1862,"Romane, Novellen und Erzählungen",Wilhelm_Raabe_-_Verworrenes_Leben._Novellen_und_Skizzen.txt,"Glänzend stieg am wolkenlosen Himmel der Vollmond hinter dem Tannenwalde in die Höhe, ohne sich im Geringsten darüber zu verwundern, daß er das kleine Harzdorf Sachsenborn noch auf derselben Stelle in seinem engen Bergthal eingeschachtelt fand, wie gestern, wie vor hundert Jahren, wie vor achthundert Jahren."
936,Keller, Gottfried,Der Landvogt von Greifensee,1877,"Romane, Novellen und Erzählungen",Gottfried_Keller_-_Der_Landvogt_von_Greifensee.txt,"Am 13. Heumonat 1783, also an Kaiser Heinrichs Tag, wie er noch heute rot im Züricher Kalender steht, spazierte ein zahlreiches Publikum aus Stadt und Landschaft nach dem Dorfe Kloten an der Schaffhauser Straße, zu Wagen, zu Pferde und zu Fuß."
937,Lilienfein, Heinrich,Die große Stille: Roman,1912,"Romane, Novellen und Erzählungen","Lilienfein,_Heinrich_-_Die_große_Stille:_Roman-53283.txt",Käthe hatte ihren Posten auf der obersten Treppenstufe gleich gar nicht verlassen.
938,May, Karl,Die Liebe des Ulanen. Teil 4,1885,"Romane, Novellen und Erzählungen",Karl_May_-_Die_Liebe_des_Ulanen._Teil_4.txt,"Das ernste, blasse Gesicht Marions war sich während dieser Rede vollständig gleich geblieben."
939,Kurz,Isolde,Das Haus des Atreus,1939,"Romane, Novellen und Erzählungen",Isolde_Kurz_-_Das_Haus_des_Atreus.txt,"Von allen Herrscherhäusern des alten Griechenland war keines mächtiger, reicher und berühmter als das der Atriden, der Nachkommen des Atreus, die auf dem Peloponnes geboten."
940,Hoffmann, E. T. A. (Ernst Theodor Amadeus),Nachtstücke,1816,Phantastische Literatur,"Hoffmann,_E._T._A._(Ernst_Theodor_Amadeus)_-_Nachtstücke-6341.txt","Gewiß seid Ihr alle voll Unruhe, daß ich so lange - lange nicht geschrieben."
941,Eichendorff, Joseph Freiherr von,Das Schloß Dürande,1837,"Romane, Novellen und Erzählungen",Josef_Freiherr_von_Eichendorff_-_Das_Schloß_Dürande.txt," In der schönen Provence liegt ein Tal zwischen waldigen Bergen, die Trümmer des alten Schlosses Dürande sehen über die Wipfel in die Einsamkeit hinein; von der andern Seite erblickt man weit unten die Türme der Stadt Marseille; wenn die Luft von Mittag kommt, klingen bei klarem Wetter die Glocken herüber, sonst hört man nichts von der Welt. "
942,Lindau, Paul,Die kleine Madonna,1910,"Romane, Novellen und Erzählungen",Paul_Lindau_-_Die_kleine_Madonna.txt,"Hermann Pfeifer behauptete, der Mensch sei von Hause aus kein Monogam, und die Einehe sei eine Kunstbildung der Kultur."
943,Ertl, Emil,Freiheit die ich meine,1925,"Romane, Novellen und Erzählungen",Emil_Ertl_-_Freiheit_die_ich_meine.txt,"Unter der schattenden Esche, die ihre Äste und Zweige wagrecht über das Lattendach der Laube breitete, saßen zwei frische, hübsche Knaben einander gegenüber, jeder sein »Namenbüchlein« in der Hand, wie man damals die Kinderfibeln oder Abcbücher für den Elementarunterricht nannte."
944,Edschmid, Kasimir,Die Achatnen Kugeln: Roman,1920,"Romane, Novellen und Erzählungen","Edschmid,_Kasimir_-_Die_Achatnen_Kugeln:_Roman-39277.txt",Nun stiegen sie schon die zweite Stufenreihe hinunter.
945,Achleitner,Arthur,Die Dobratschrose,1896,"Romane, Novellen und Erzählungen",Arthur_Achleitner_-_Die_Dobratschrose.txt,"Von flutendem Sonnengold übergossen ragt der östlichste Ausläufer der Gailthaler Alpen,        Dobratsch genannt, in den lichtblauen Äther; Kärntens Rigi nennt man den wuchtigen Bergkoloß, der als Aussichtsberg unter allen Gipfeln der herrlichen Ostalpen den ersten Rang einnimmt, und dessen Lob der Ausschau in allen Zungen gepriesen wird."
946,Tieck, Ludwig,Der Roman in Briefen,1797,"Romane, Novellen und Erzählungen",Ludwig_Tieck_-_Der_Roman_in_Briefen.txt,"Es ist um die Schilderung der Menschen eine mißliche Sache! rief Günther aus, als seine Freunde wieder darüber sprachen, wie schon oft geschehen war."
947,Ompteda, Georg Freiherr von,Maria da Caza,1901,"Romane, Novellen und Erzählungen",Georg_Freiherr_von_Ompteda_-_Maria_da_Caza.txt,"Gnädige Frau, wissen Sie denn, daß Stassingk wieder da ist? – fragte im gleichgültigen Ton des Ballgespräches, nur um etwas zu sagen, Herr von Nyvenström, der schwedische Gesandtschaftssekretär."
948,Ebner-Eschenbach, Marie von,"Ein Buch, das gern ein Volksbuch werden möchte",1909,"Romane, Novellen und Erzählungen","Ebner-Eschenbach,_Marie_von_-_Ein_Buch,_das_gern_ein_Volksbuch_werden_möchte-40012.txt",Doktor Nathanael Rosenzweig hatte eine entbehrungsreiche Jugend durchlebt. 
949,Döblin, Alfred,Die Ermordung einer Butterblume und andere Erzählungen,1913,"Romane, Novellen und Erzählungen","Döblin,_Alfred_-_Die_Ermordung_einer_Butterblume_und_andere_Erzählungen-31660.txt",Die Digue von Ostende lag in dem blitzenden Mittagslicht.
950,Kohlhaas,Michael,Die Hügelhöfe,1930,"Romane, Novellen und Erzählungen",Michael_Kohlhaas_-_Die_Hügelhöfe.txt,Schauplatz: die oberbayrische Landschaft.
951,Bechstein, Ludwig,Die Geheimnisse eines Wundermannes. Zweiter Theil,1856,"Romane, Novellen und Erzählungen",Ludwig_Bechstein_-_Die_Geheimnisse_eines_Wundermannes._Zweiter_Theil.txt,Mit Staunen hörte der Hofkreis Herzog Carls II. zu Braunschweig die Erzählung des Helmstädter Professors.
952,Fontane, Theodor,Graf Petöfy,1884,"Romane, Novellen und Erzählungen",Theodor_Fontane_-_Graf_Petöfy.txt,"In einer der Querstraßen, die vom »Graben« her auf den Josephsplatz und die Augustinerstraße zuführen, stand das in den Prinz-Eugen-Tagen erbaute Stadthaus der Grafen von Petöfy mit seinem Doppeldach und seinen zwei vorspringenden Flügeln."
953,Kleist,Heinrich von,Michael Kohlhaas,1810,"Romane, Novellen und Erzählungen",Heinrich_von_Kleist_-_Michael_Kohlhaas.txt,"An den Ufern der Havel lebte, um die Mitte des sechzehnten Jahrhunderts, ein Roßhändler, namens Michael Kohlhaas, Sohn eines Schulmeisters, einer der rechtschaffensten zugleich und entsetzlichsten Menschen seiner Zeit."
954,Heyking, Elisabeth von,"Liebe, Diplomatie und Holzhäuser",1919,"Romane, Novellen und Erzählungen","Elisabeth_von_Heyking_-_Liebe,_Diplomatie_und_Holzhäuser.txt","Während des ganzen langen, lauen Frühlingstages hatte Axel Kronar durch das Coupéfenster die eintönige Ebene an sich vorüberziehen sehen."
955,Ponten, Josef,Rheinisches Zwischenspiel,1937,"Romane, Novellen und Erzählungen",Josef_Ponten_-_Rheinisches_Zwischenspiel.txt,"Eines Tages ging an Christian Heinsberg, Schulmeister im deutschen Dorfe Bellmann auf dem hohen europäischen Ufer der Wolga, der große Wunsch in Erfüllung, den fast ein jeder draußen in der Welt geborene Kolonist, wes Stammes, Standes und Volkes er sei, im tiefsten Herzen trägt; einmal das Vaterland zu sehen, das Ausgangsland, das Heimatland … "
